Distance(mi),Crossing,Junction,Traffic_Calming,Visibility(mi),Sunrise_Sunset,Month,Day_of_Week,Hour,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Precipitation(in),Weather_Condition_Cloudy,Weather_Condition_Fair,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunder,Weather_Condition_Wintry Mix,cluster_location_0,cluster_location_1,cluster_location_2,cluster_location_3,cluster_location_4,cluster_location_5,cluster_location_6,cluster_location_7,cluster_location_8,cluster_location_9
1.47,0,0,0,1.9459101490553132,1,12,5,10,2,49.0,41.0,77.0,29.64,24.0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.136,0,1,0,2.302585092994046,0,11,4,7,2,52.0,52.0,83.0,29.94,10.0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.214,0,1,0,2.302585092994046,0,8,5,2,2,69.0,69.0,65.0,30.04,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.899,0,0,0,2.302585092994046,1,8,3,9,2,66.0,66.0,65.0,30.09,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.601,0,0,0,2.302585092994046,1,9,4,18,2,76.0,76.0,38.0,29.7,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.259,0,0,0,2.302585092994046,1,12,1,14,2,44.0,39.0,63.0,29.84,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4589999999999999,1,1,0,2.302585092994046,0,7,6,0,2,70.0,70.0,61.0,30.01,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.699,0,0,0,2.302585092994046,1,4,3,13,2,53.0,53.0,40.0,30.32,9.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.096,0,0,0,2.302585092994046,1,6,1,8,2,64.0,64.0,72.0,29.9,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.19,0,0,0,2.302585092994046,1,6,4,15,2,90.0,90.0,38.0,29.88,6.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.047,1,0,0,2.302585092994046,1,10,4,15,2,59.0,59.0,75.0,29.79,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6579999999999999,0,1,0,2.302585092994046,1,12,1,13,2,44.0,41.0,68.0,30.03,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.223,0,0,0,2.302585092994046,0,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.406,0,0,0,2.302585092994046,1,8,2,17,2,100.0,100.0,24.0,29.82,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.173,0,0,0,2.302585092994046,0,12,1,5,2,37.0,32.0,82.0,29.77,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,0,0,0,2.302585092994046,1,9,5,10,2,60.0,60.0,86.0,29.73,8.0,0.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.642,0,1,0,2.302585092994046,1,9,0,13,2,60.0,60.0,80.0,29.82,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.143,0,0,0,2.302585092994046,0,9,2,6,2,62.0,62.0,67.0,30.04,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.023,0,1,0,2.302585092994046,0,11,3,21,4,46.0,41.0,83.0,29.8,9.0,0.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.502,0,1,0,2.302585092994046,0,11,3,21,4,46.0,41.0,83.0,29.8,9.0,0.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1.031,0,0,0,2.302585092994046,1,10,3,11,2,51.0,51.0,74.0,30.09,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.356,0,1,0,2.302585092994046,0,10,0,22,2,53.0,53.0,80.0,29.75,10.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.046,0,0,0,2.302585092994046,1,10,3,12,2,67.0,67.0,73.0,30.06,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.138,0,1,0,2.302585092994046,1,11,5,10,2,47.0,42.0,74.0,29.99,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.706,0,0,0,2.302585092994046,1,11,5,10,2,50.0,50.0,74.0,29.96,9.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.495,0,0,0,2.302585092994046,1,11,3,14,2,58.0,58.0,81.0,29.84,17.0,0.04,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.657,0,0,0,1.791759469228055,1,10,1,13,2,57.0,57.0,87.0,29.92,3.0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5.577000000000001,0,0,0,2.302585092994046,1,9,2,14,2,68.0,68.0,56.0,30.18,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.348,0,0,0,2.302585092994046,1,6,1,13,2,89.0,89.0,30.0,29.88,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7120000000000001,0,1,0,2.302585092994046,1,5,6,10,2,57.0,57.0,64.0,30.11,12.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.342,0,0,0,2.302585092994046,1,4,3,6,2,47.0,47.0,77.0,29.96,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.012,0,0,0,2.1972245773362196,0,12,1,7,2,31.0,23.0,89.0,29.78,8.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.853,0,0,0,2.302585092994046,1,10,3,14,2,58.0,58.0,75.0,30.06,10.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.019,0,0,0,2.302585092994046,0,12,2,19,2,38.0,38.0,86.0,30.03,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.008,0,0,0,2.302585092994046,1,6,6,10,2,73.0,73.0,55.0,29.91,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.672,1,0,0,2.302585092994046,1,12,3,16,2,43.0,39.0,82.0,29.67,6.0,0.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.789,1,0,0,1.0986122886681098,1,12,0,12,2,41.0,36.0,86.0,30.02,7.0,0.07,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7340000000000001,1,0,0,2.302585092994046,0,12,0,7,2,42.0,37.0,79.0,29.47,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6709999999999999,0,0,0,2.302585092994046,1,7,3,6,2,68.0,68.0,63.0,30.03,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.055,0,0,0,2.302585092994046,0,11,1,16,2,57.0,57.0,81.0,30.28,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.026,1,0,0,2.302585092994046,0,12,4,6,4,42.0,42.0,82.0,30.15,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.134,0,0,0,2.302585092994046,0,10,2,4,2,54.0,54.0,80.0,30.14,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.382,0,0,0,2.302585092994046,1,7,3,12,2,71.0,71.0,59.0,29.97,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.943,0,0,0,2.302585092994046,0,11,6,17,2,47.0,42.0,83.0,30.13,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.055,0,1,0,2.302585092994046,1,6,3,7,2,60.0,60.0,80.0,29.97,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.447,0,0,0,2.302585092994046,0,12,2,17,2,30.0,22.0,64.0,29.96,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.272,0,0,0,2.302585092994046,1,6,0,16,2,63.0,63.0,38.0,29.68,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.236,0,0,0,2.302585092994046,1,9,3,9,2,64.0,64.0,54.0,30.03,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.971,0,0,0,2.302585092994046,1,7,4,9,2,75.0,75.0,53.0,29.95,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.138,0,0,0,2.302585092994046,1,6,6,18,2,90.0,90.0,28.0,29.75,7.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.005,0,0,0,2.302585092994046,1,7,3,17,2,96.0,96.0,19.0,29.88,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.368,0,0,0,2.302585092994046,1,4,2,7,2,48.0,45.0,52.0,30.16,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.209,0,0,0,2.302585092994046,1,12,2,15,2,46.0,44.0,71.0,30.03,5.0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.156,0,0,0,2.302585092994046,0,11,2,2,2,51.0,51.0,83.0,30.13,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.639,0,1,0,2.302585092994046,1,8,4,13,2,75.0,75.0,62.0,30.08,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.511,0,0,0,2.302585092994046,0,4,4,22,2,52.0,52.0,63.0,30.07,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.236,0,0,0,2.302585092994046,1,9,2,9,2,61.0,61.0,52.0,30.07,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.943,0,0,0,2.302585092994046,1,10,4,13,2,57.0,57.0,59.0,30.11,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.344,0,0,0,2.302585092994046,1,8,2,7,2,71.0,71.0,55.0,29.97,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.121,1,0,0,2.302585092994046,1,12,2,7,2,43.0,40.0,100.0,29.77,5.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.953,0,0,0,1.6094379124341003,0,10,4,4,2,50.0,50.0,100.0,29.99,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.087,0,0,0,2.302585092994046,1,8,3,13,2,76.0,76.0,48.0,29.95,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2289999999999999,0,1,0,2.302585092994046,1,6,0,6,2,78.0,78.0,60.0,29.48,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.488,0,1,0,2.302585092994046,1,9,4,10,2,65.0,65.0,65.0,30.0,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.786,0,0,0,2.302585092994046,1,9,4,13,2,68.0,68.0,61.0,30.01,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1689999999999999,0,1,0,2.302585092994046,1,12,4,11,2,34.0,27.0,75.0,29.96,9.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8640000000000001,0,0,0,2.302585092994046,1,10,4,13,2,59.0,59.0,58.0,30.02,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0980000000000003,0,0,0,2.302585092994046,1,7,5,9,2,65.0,65.0,70.0,30.15,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.821,0,0,0,2.302585092994046,1,9,3,18,2,70.0,70.0,59.0,30.14,12.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.044,0,0,0,2.302585092994046,0,11,4,17,2,61.0,61.0,83.0,30.21,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.616,0,0,0,2.302585092994046,1,12,5,11,2,49.0,41.0,80.0,29.62,28.0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.074,0,0,0,0.6931471805599453,0,12,6,6,2,30.0,25.0,96.0,29.44,5.0,0.02,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.174,0,0,0,2.302585092994046,1,10,0,11,2,51.0,51.0,68.0,30.25,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.3,0,1,0,0.6931471805599453,0,12,0,17,2,47.0,43.0,90.0,29.97,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.025,0,0,0,2.302585092994046,0,11,2,18,2,52.0,52.0,74.0,30.18,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7979999999999999,0,0,0,2.302585092994046,1,8,2,18,2,79.0,79.0,45.0,30.02,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.818,0,0,0,2.302585092994046,1,6,2,7,2,60.0,60.0,69.0,29.9,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5920000000000001,0,0,0,2.302585092994046,1,8,0,14,2,82.0,82.0,41.0,29.85,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.534,0,0,0,2.302585092994046,1,12,3,11,2,42.0,42.0,89.0,30.02,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.287,0,0,0,2.302585092994046,0,10,6,19,2,51.0,51.0,66.0,30.19,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.62,0,0,0,2.302585092994046,1,6,4,18,2,77.0,77.0,42.0,29.97,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.138,0,0,0,2.302585092994046,1,6,1,18,2,93.0,93.0,27.0,29.76,3.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.818,0,1,0,2.302585092994046,1,8,1,14,2,87.0,87.0,37.0,30.0,10.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.331,0,0,0,2.302585092994046,1,4,1,14,2,64.0,64.0,19.0,30.16,21.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.77,0,0,0,2.302585092994046,1,4,4,10,2,54.0,54.0,55.0,30.0,6.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.835,0,0,0,2.302585092994046,1,11,4,14,2,51.0,51.0,68.0,30.25,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.405,0,1,0,2.302585092994046,1,10,4,16,2,57.0,57.0,55.0,30.1,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01,1,0,0,2.302585092994046,0,11,4,19,2,45.0,45.0,86.0,30.36,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.695,0,0,0,2.302585092994046,1,11,3,8,2,46.0,41.0,56.0,29.95,12.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02,1,0,0,2.302585092994046,0,6,2,2,2,65.0,65.0,78.0,29.63,7.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.102,0,0,0,2.302585092994046,0,10,0,22,2,62.0,62.0,75.0,29.8,7.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.636,0,0,0,2.302585092994046,1,12,3,15,2,43.0,38.0,74.0,29.54,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.008,1,0,0,2.302585092994046,1,10,2,13,2,55.0,55.0,77.0,30.08,7.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.877,0,1,0,2.302585092994046,0,3,1,6,2,39.0,39.0,89.0,30.07,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.673,0,0,0,2.302585092994046,1,11,3,13,2,49.0,45.0,59.0,29.81,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.596,0,0,0,2.302585092994046,1,9,1,17,2,85.0,85.0,27.0,29.99,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.326,0,1,0,0.6931471805599453,1,11,5,9,2,52.0,52.0,89.0,30.11,8.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.534,0,0,0,2.302585092994046,1,10,1,15,2,58.0,58.0,78.0,29.96,7.0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6509999999999999,0,1,0,0.6931471805599453,1,12,6,9,2,30.0,21.0,93.0,29.28,10.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.3989999999999999,0,0,0,2.302585092994046,1,9,2,17,2,79.0,79.0,28.0,29.89,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.25,0,0,0,2.302585092994046,0,4,6,1,2,52.0,52.0,71.0,30.15,5.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.49,0,0,0,1.791759469228055,1,12,0,11,2,43.0,38.0,89.0,30.03,9.0,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.452,0,0,0,2.302585092994046,1,12,1,14,2,44.0,41.0,68.0,30.03,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.555,0,0,0,2.302585092994046,1,6,4,11,2,81.0,81.0,49.0,29.96,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.4330000000000003,0,0,0,2.302585092994046,1,9,4,15,2,73.0,73.0,34.0,29.56,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.157,0,0,0,1.9459101490553132,1,3,3,14,2,48.0,45.0,89.0,29.82,6.0,0.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.098,0,0,0,2.302585092994046,0,10,3,5,2,51.0,51.0,83.0,30.16,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.435,1,0,0,1.791759469228055,0,10,2,3,4,53.0,53.0,93.0,29.62,7.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.084,0,0,0,2.302585092994046,0,11,0,18,2,48.0,43.0,68.0,30.11,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.134,0,1,0,2.302585092994046,1,5,1,11,2,59.0,59.0,62.0,30.23,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.157,1,0,0,2.302585092994046,0,8,3,20,2,68.0,68.0,73.0,30.04,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.651,0,0,0,2.302585092994046,1,8,1,8,2,69.0,69.0,61.0,30.06,3.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.605,0,0,0,2.302585092994046,1,7,5,17,2,90.0,90.0,33.0,29.96,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.33,0,0,0,2.302585092994046,1,3,0,16,2,51.0,51.0,59.0,30.15,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.718,0,1,0,0.6931471805599453,0,12,6,0,2,34.0,34.0,89.0,29.96,3.0,0.06,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.775,0,0,0,2.302585092994046,1,9,2,10,2,59.0,59.0,62.0,29.99,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.026,0,0,0,2.302585092994046,1,7,5,17,2,82.0,82.0,42.0,29.95,5.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.986,0,0,0,2.302585092994046,1,9,3,13,2,68.0,68.0,59.0,30.21,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.037,1,0,0,2.302585092994046,1,10,0,11,2,51.0,51.0,68.0,30.25,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.027,0,0,0,2.302585092994046,1,10,0,15,2,68.0,68.0,56.0,29.82,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4529999999999999,0,0,0,2.302585092994046,1,12,1,11,2,37.0,37.0,89.0,29.64,3.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1169999999999999,0,0,0,1.0986122886681098,0,11,0,21,2,40.0,33.0,97.0,29.73,13.0,0.12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.094,0,0,0,2.302585092994046,1,7,2,17,2,75.0,75.0,34.0,29.91,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.999,0,0,0,2.302585092994046,1,11,4,13,2,54.0,54.0,69.0,30.02,10.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.7959999999999999,0,0,1,2.302585092994046,0,8,0,21,2,81.0,81.0,52.0,29.97,7.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.3130000000000002,0,0,0,2.302585092994046,0,8,0,21,2,81.0,81.0,52.0,29.97,7.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.574,0,0,0,2.302585092994046,0,12,6,0,2,44.0,42.0,93.0,29.57,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.137,0,0,0,2.302585092994046,1,5,1,9,2,57.0,57.0,64.0,30.17,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.805,0,1,0,2.302585092994046,1,6,1,12,2,67.0,67.0,51.0,30.17,10.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.631,0,0,0,2.302585092994046,1,12,3,15,2,45.0,41.0,74.0,29.99,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.008,1,0,0,2.302585092994046,0,10,4,19,2,56.0,56.0,77.0,29.82,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.039,0,0,0,2.302585092994046,1,6,0,10,2,98.0,98.0,31.0,29.65,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.64,0,0,0,2.302585092994046,1,6,5,11,2,61.0,61.0,60.0,30.04,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.695,0,0,0,2.302585092994046,1,11,1,14,2,51.0,51.0,56.0,30.38,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.194,0,0,0,2.302585092994046,1,8,3,15,2,80.0,80.0,42.0,30.02,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.047,0,0,0,2.302585092994046,1,7,1,13,2,80.0,80.0,47.0,29.92,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.045,0,0,0,2.302585092994046,1,4,4,6,2,53.0,53.0,77.0,30.22,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.721,0,0,0,2.302585092994046,1,7,1,11,2,73.0,73.0,55.0,30.04,7.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.173,0,0,0,2.302585092994046,1,12,2,12,2,32.0,26.0,73.0,29.7,6.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.501,0,0,0,2.302585092994046,1,9,2,9,2,58.0,58.0,87.0,29.93,5.0,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.016,0,0,0,0.6931471805599453,1,10,5,9,2,51.0,51.0,92.0,29.71,0.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.999,0,0,0,2.302585092994046,0,12,0,16,2,43.0,36.0,80.0,29.46,14.0,0.01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.591,0,0,0,2.302585092994046,1,6,1,10,2,78.0,78.0,54.0,29.76,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.122,0,0,0,2.302585092994046,0,10,0,4,2,56.0,56.0,55.0,29.37,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.939,1,0,0,1.791759469228055,0,10,2,3,2,53.0,53.0,93.0,29.62,7.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3.697,0,0,0,1.6094379124341003,1,11,3,12,2,58.0,58.0,81.0,29.74,17.0,0.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7809999999999999,0,0,0,2.302585092994046,0,10,5,19,2,53.0,53.0,89.0,29.6,8.0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1740000000000002,0,0,0,2.302585092994046,1,8,2,16,2,93.0,93.0,32.0,29.85,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.999,0,0,0,2.302585092994046,1,9,6,18,2,74.0,74.0,38.0,29.73,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.144,0,1,0,1.791759469228055,0,11,4,19,2,57.0,57.0,100.0,30.03,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.272,0,0,0,2.302585092994046,1,10,0,11,2,52.0,52.0,69.0,29.79,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.027,0,1,0,2.302585092994046,1,9,5,10,2,59.0,59.0,96.0,29.53,10.0,0.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.83,0,0,0,2.302585092994046,1,7,4,10,2,70.0,70.0,44.0,30.03,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.167,0,0,0,2.302585092994046,0,10,3,6,2,51.0,51.0,83.0,30.18,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0460000000000003,0,0,0,2.302585092994046,1,7,3,11,2,67.0,67.0,61.0,30.02,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8640000000000001,0,0,0,2.302585092994046,1,5,3,15,2,57.0,57.0,55.0,30.11,7.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.203,0,0,0,2.302585092994046,1,10,4,16,2,60.0,60.0,46.0,30.03,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
