Distance(mi),Crossing,Junction,Traffic_Calming,Visibility(mi),Sunrise_Sunset,Month,Day_of_Week,Hour,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Precipitation(in),Weather_Condition_Cloudy,Weather_Condition_Fair,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Weather_Condition_Thunder,Weather_Condition_Wintry Mix,cluster_location_0,cluster_location_1,cluster_location_2,cluster_location_3,cluster_location_4,cluster_location_5,cluster_location_6,cluster_location_7,cluster_location_8,cluster_location_9
0.519,0,0,0,2.1972245773362196,1,9,1,9,2,56.0,56.0,80.0,30.06,6.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.018,0,0,0,2.302585092994046,1,8,2,9,2,78.0,78.0,50.0,29.96,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1159999999999999,0,1,0,2.302585092994046,1,4,0,13,2,65.0,65.0,16.0,30.13,15.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.305,0,0,0,2.302585092994046,1,6,2,17,2,84.0,84.0,40.0,29.7,5.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.503,1,0,0,2.302585092994046,1,10,6,14,2,59.0,59.0,58.0,30.19,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.178,0,0,0,2.302585092994046,1,7,4,18,2,83.0,83.0,32.0,30.09,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.273,0,0,0,2.302585092994046,1,6,0,17,2,114.0,114.0,12.0,29.51,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.362,0,0,0,2.302585092994046,1,9,2,7,2,59.0,59.0,83.0,30.11,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.37,0,1,0,2.302585092994046,1,8,2,14,2,76.0,76.0,40.0,30.0,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.158,0,1,0,2.302585092994046,0,11,6,6,2,61.0,61.0,81.0,30.09,17.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.574,0,0,0,2.302585092994046,1,5,3,17,2,63.0,63.0,45.0,30.03,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.654,0,0,0,2.302585092994046,1,8,3,14,2,74.0,74.0,50.0,30.06,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.624,0,0,0,2.302585092994046,1,10,0,14,2,67.0,67.0,61.0,29.84,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.415,0,0,0,2.302585092994046,1,7,0,15,2,83.0,83.0,39.0,30.0,10.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.155,0,0,0,2.302585092994046,0,3,4,7,2,49.0,44.0,59.0,30.0,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.486,0,0,0,2.302585092994046,1,5,6,8,2,55.0,55.0,74.0,29.78,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.417,0,1,0,2.302585092994046,1,9,3,17,2,85.0,85.0,33.0,29.83,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.032,0,0,1,2.302585092994046,1,9,6,8,2,61.0,61.0,67.0,29.93,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.46,1,1,0,2.302585092994046,1,12,5,8,2,39.0,34.0,79.0,29.57,7.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.379,0,0,0,2.302585092994046,1,8,3,17,2,83.0,83.0,47.0,29.96,14.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.165,1,0,0,2.302585092994046,1,7,2,17,2,93.0,93.0,24.0,29.96,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.843,0,0,0,1.0986122886681098,1,10,3,13,2,53.0,53.0,89.0,30.24,3.0,0.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.039,0,1,0,2.302585092994046,1,9,6,18,2,66.0,66.0,48.0,29.89,14.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.817,0,1,0,2.302585092994046,1,3,1,14,2,52.0,52.0,49.0,30.43,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.011,0,0,0,2.302585092994046,1,8,3,19,2,96.0,96.0,35.0,29.82,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.18,0,0,0,2.302585092994046,1,8,2,9,2,71.0,71.0,63.0,29.97,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.687,0,0,0,2.302585092994046,1,6,5,17,2,105.0,105.0,24.0,29.81,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.122,0,0,0,2.302585092994046,1,12,1,15,2,44.0,40.0,63.0,29.86,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.978,0,0,0,2.302585092994046,1,9,2,14,2,74.0,74.0,35.0,29.92,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.498,0,0,0,2.302585092994046,0,8,3,6,2,60.0,60.0,75.0,30.09,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.228,0,0,0,2.302585092994046,1,12,2,14,2,34.0,25.0,59.0,29.94,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.122,0,0,0,2.302585092994046,1,12,3,14,2,43.0,39.0,82.0,29.66,6.0,0.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.071,0,0,0,1.0986122886681098,1,10,5,9,2,52.0,52.0,86.0,29.7,9.0,0.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.126,0,0,0,2.302585092994046,1,9,0,16,2,72.0,72.0,49.0,30.26,7.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.229,0,0,0,2.302585092994046,1,6,0,9,2,56.0,56.0,55.0,29.94,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.555,0,0,0,2.302585092994046,1,12,1,15,2,42.0,37.0,67.0,30.01,9.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.83,0,0,0,2.302585092994046,1,8,3,9,2,81.0,81.0,52.0,29.95,7.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.156,0,0,0,2.302585092994046,1,11,5,16,2,57.0,57.0,81.0,30.15,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.174,0,0,0,2.302585092994046,1,5,3,14,2,63.0,63.0,48.0,30.06,23.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.249,0,0,0,2.302585092994046,1,12,1,15,2,44.0,40.0,63.0,29.86,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.036,0,0,0,2.302585092994046,1,8,2,11,2,78.0,78.0,48.0,29.94,9.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.924,0,0,0,2.302585092994046,1,8,4,8,2,75.0,75.0,62.0,30.0,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.783,0,0,0,2.302585092994046,1,5,4,13,2,62.0,62.0,50.0,30.26,6.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.545,0,0,0,2.302585092994046,1,12,1,14,2,44.0,41.0,68.0,30.03,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.494,0,0,0,2.302585092994046,0,12,2,7,2,49.0,49.0,93.0,30.24,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.382,0,0,0,2.302585092994046,0,4,5,2,2,50.0,50.0,57.0,30.14,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.999,0,0,0,2.302585092994046,1,7,1,16,2,85.0,85.0,38.0,30.0,8.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.327,0,0,0,2.302585092994046,1,4,1,15,2,64.0,64.0,43.0,30.15,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.228,0,0,0,2.302585092994046,1,4,0,12,2,55.0,55.0,62.0,29.9,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4589999999999999,1,1,0,2.302585092994046,1,4,4,13,2,68.0,68.0,50.0,30.15,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.275,0,0,0,2.302585092994046,1,3,5,11,2,48.0,43.0,74.0,30.19,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.045,1,0,0,2.302585092994046,1,4,5,11,2,48.0,43.0,58.0,30.27,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.288,0,0,0,2.302585092994046,1,5,4,11,2,69.0,69.0,45.0,30.05,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.362,0,0,0,1.9459101490553132,1,11,0,12,2,58.0,58.0,84.0,29.69,20.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.012,0,0,0,2.302585092994046,1,6,3,16,2,81.0,81.0,39.0,29.89,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.198,1,0,0,2.302585092994046,0,10,4,6,2,44.0,44.0,93.0,30.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.848,0,1,0,2.302585092994046,0,10,3,6,2,51.0,51.0,83.0,30.18,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.529,0,0,0,2.302585092994046,1,7,6,17,2,87.0,87.0,26.0,29.99,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.084,0,0,0,2.302585092994046,0,11,0,18,2,48.0,43.0,68.0,30.11,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.927,0,0,0,2.302585092994046,1,12,4,14,2,47.0,42.0,77.0,30.11,12.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.062,0,0,0,2.302585092994046,1,10,2,9,2,55.0,55.0,74.0,29.84,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.642,0,0,0,2.302585092994046,1,7,5,10,2,68.0,68.0,61.0,30.07,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.193,0,0,0,2.302585092994046,0,11,3,5,2,52.0,52.0,89.0,29.61,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.467,0,1,0,2.302585092994046,1,6,2,15,2,76.0,76.0,52.0,29.87,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4379999999999999,0,0,0,2.302585092994046,0,10,0,19,2,53.0,53.0,80.0,29.7,14.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.21,0,0,0,2.302585092994046,0,9,2,6,2,42.0,42.0,100.0,29.92,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8190000000000001,0,0,0,2.302585092994046,1,9,0,15,2,80.0,80.0,34.0,30.01,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.986,0,1,0,2.302585092994046,1,8,1,14,2,85.0,85.0,41.0,29.8,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.392,1,0,0,2.302585092994046,1,8,4,14,2,76.0,76.0,64.0,30.04,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.414,0,1,0,2.302585092994046,1,7,4,16,2,86.0,86.0,37.0,29.92,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.62,0,0,0,2.302585092994046,0,5,5,22,2,55.0,55.0,67.0,30.3,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.013,0,0,0,2.302585092994046,1,4,2,6,2,46.0,41.0,47.0,30.16,10.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8370000000000001,0,0,0,2.302585092994046,1,7,3,6,2,68.0,68.0,63.0,30.03,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.467,0,0,0,2.302585092994046,1,6,5,13,2,70.0,70.0,49.0,30.06,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1689999999999999,0,0,0,2.302585092994046,1,9,5,13,2,74.0,74.0,29.0,30.13,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.151,0,0,0,1.791759469228055,0,12,1,5,2,45.0,41.0,90.0,30.02,8.0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.388,0,0,0,2.302585092994046,0,11,0,6,2,55.0,55.0,86.0,29.64,12.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.004,0,0,0,2.302585092994046,1,11,5,12,2,48.0,42.0,80.0,29.77,16.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7440000000000001,0,0,0,2.302585092994046,1,10,4,9,2,47.0,47.0,83.0,30.03,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.8,0,0,0,2.302585092994046,0,9,2,6,2,51.0,51.0,83.0,29.99,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.642,0,1,0,2.302585092994046,1,6,0,13,2,112.0,112.0,15.0,29.59,15.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.187,0,0,0,2.302585092994046,1,5,0,5,2,53.0,53.0,83.0,30.09,6.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8590000000000001,0,0,0,2.302585092994046,1,3,6,9,2,48.0,45.0,74.0,30.15,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08,1,0,0,2.302585092994046,1,8,5,11,2,68.0,68.0,55.0,29.85,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1689999999999999,0,0,0,2.302585092994046,1,6,4,16,2,76.0,76.0,32.0,30.0,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.59,0,0,0,2.302585092994046,1,3,1,9,2,36.0,36.0,82.0,30.19,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.022,0,0,0,2.302585092994046,0,10,5,21,4,57.0,57.0,81.0,29.84,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.023,0,0,0,2.302585092994046,1,7,4,18,2,83.0,83.0,42.0,29.9,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.108,0,0,0,2.302585092994046,1,9,6,13,2,81.0,81.0,42.0,29.95,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.82,0,0,0,2.302585092994046,1,4,0,8,2,40.0,36.0,65.0,30.22,6.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.061,0,0,0,2.302585092994046,1,8,3,15,2,76.0,76.0,46.0,30.02,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3259999999999998,0,1,0,2.302585092994046,1,5,1,6,2,48.0,48.0,80.0,30.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.166,0,0,0,2.302585092994046,1,4,4,9,2,45.0,45.0,76.0,30.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7040000000000001,0,0,0,2.302585092994046,1,8,0,17,2,81.0,81.0,41.0,29.81,12.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.291,0,1,0,2.302585092994046,0,3,0,5,2,29.0,29.0,92.0,29.93,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.226,0,0,0,2.302585092994046,1,9,5,16,2,85.0,85.0,22.0,29.92,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.311,0,0,0,2.302585092994046,1,5,3,14,2,62.0,62.0,60.0,30.03,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.3680000000000003,0,0,0,2.302585092994046,1,7,0,15,2,84.0,84.0,31.0,29.97,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.166,0,0,0,2.302585092994046,1,11,5,16,2,57.0,57.0,81.0,30.15,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.198,0,0,0,2.302585092994046,1,6,2,13,2,73.0,73.0,57.0,29.87,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.311,0,0,0,2.302585092994046,1,6,3,10,2,60.0,60.0,57.0,30.18,9.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.03,0,0,0,2.302585092994046,0,9,3,6,2,46.0,46.0,79.0,30.11,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.452,0,0,0,2.302585092994046,1,12,1,14,2,44.0,41.0,68.0,30.03,6.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.048,0,0,0,2.302585092994046,0,4,3,20,2,62.0,62.0,52.0,30.19,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.009,1,0,0,2.302585092994046,0,10,5,18,2,61.0,61.0,64.0,29.87,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.12,0,1,0,2.302585092994046,1,12,1,13,2,45.0,41.0,63.0,29.84,8.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.303,1,0,0,2.302585092994046,1,8,2,18,2,81.0,81.0,42.0,30.02,9.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.416,0,0,0,2.302585092994046,0,12,3,21,2,45.0,41.0,76.0,30.31,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.27,1,0,0,2.302585092994046,1,7,4,8,2,75.0,75.0,53.0,29.95,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8640000000000001,0,0,0,2.302585092994046,1,10,4,13,2,59.0,59.0,58.0,30.02,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.122,0,0,0,2.302585092994046,1,12,1,15,2,44.0,40.0,63.0,29.86,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.315,0,0,0,2.302585092994046,1,11,5,12,2,49.0,49.0,74.0,30.49,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.224,0,0,0,1.791759469228055,1,12,0,9,2,41.0,37.0,86.0,29.97,6.0,0.04,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0069999999999999,1,0,0,2.302585092994046,1,9,5,19,2,77.0,77.0,42.0,30.06,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.539,0,0,0,2.302585092994046,1,11,2,15,2,48.0,48.0,74.0,30.35,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.605,0,0,0,2.302585092994046,1,8,2,13,2,95.0,95.0,31.0,29.91,10.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.197,0,0,0,2.302585092994046,0,11,4,4,2,62.0,62.0,86.0,30.13,14.0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.583,0,0,0,2.302585092994046,0,10,3,5,2,51.0,51.0,83.0,30.16,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.071,1,0,0,2.302585092994046,1,8,2,9,2,78.0,78.0,50.0,29.96,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.194,0,1,0,2.302585092994046,1,10,3,12,2,51.0,51.0,77.0,29.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.616,0,0,0,2.302585092994046,1,7,0,11,2,76.0,76.0,54.0,29.75,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.137,0,0,0,2.302585092994046,1,5,0,11,2,57.0,57.0,69.0,30.02,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.143,1,0,0,1.6094379124341003,0,12,5,20,2,48.0,44.0,93.0,30.24,8.0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.503,0,0,0,2.302585092994046,1,9,5,12,2,73.0,73.0,48.0,29.88,7.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6,0,0,0,2.302585092994046,1,7,3,14,2,80.0,80.0,30.0,30.09,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.202999999999999,0,0,0,2.302585092994046,0,10,2,6,2,52.0,52.0,86.0,29.53,12.0,0.02,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.78,0,1,0,2.302585092994046,1,5,6,14,2,59.0,59.0,72.0,30.11,13.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.24,0,1,0,2.302585092994046,1,4,1,12,2,52.0,52.0,54.0,30.11,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.048,0,0,0,2.302585092994046,1,6,5,9,2,82.0,82.0,54.0,29.95,6.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.155,0,0,0,2.302585092994046,1,6,4,8,2,70.0,70.0,63.0,29.98,6.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.495,0,0,0,2.302585092994046,1,12,4,12,2,45.0,45.0,74.0,30.18,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.838,0,0,0,2.302585092994046,1,7,3,9,2,75.0,75.0,51.0,30.02,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,0,0,0,2.302585092994046,1,5,0,5,2,53.0,53.0,83.0,30.09,6.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.199,0,1,0,2.302585092994046,1,3,6,9,2,48.0,45.0,74.0,30.15,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.93,0,1,0,2.302585092994046,1,9,0,18,2,58.0,58.0,84.0,29.87,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.817,0,0,0,2.302585092994046,1,7,3,18,2,82.0,82.0,27.0,30.06,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.042,0,0,0,2.302585092994046,0,10,0,19,2,53.0,53.0,83.0,29.67,12.0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.289,0,1,0,2.302585092994046,1,6,1,20,2,60.0,60.0,57.0,30.06,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.314,1,0,0,2.302585092994046,1,10,3,13,2,53.0,53.0,93.0,30.23,3.0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0,1,0,2.302585092994046,1,12,2,16,2,47.0,43.0,90.0,29.58,8.0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.032,1,0,0,2.302585092994046,1,7,1,14,2,82.0,82.0,42.0,30.01,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.283,0,1,0,2.302585092994046,1,4,2,9,2,46.0,46.0,71.0,30.15,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.406,0,0,0,2.302585092994046,1,3,1,15,2,52.0,52.0,57.0,30.23,3.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.823,0,0,0,2.302585092994046,1,6,6,15,2,110.0,110.0,16.0,29.7,13.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.943,0,0,0,2.302585092994046,1,6,6,7,2,62.0,62.0,96.0,29.64,5.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.184,0,0,0,2.302585092994046,1,5,4,12,2,55.0,55.0,57.0,30.26,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.205,0,0,0,2.1972245773362196,0,12,2,5,2,31.0,24.0,79.0,29.75,7.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.534,1,0,0,2.302585092994046,1,9,4,14,2,76.0,76.0,27.0,29.76,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.244,0,0,0,2.302585092994046,1,12,6,13,2,46.0,43.0,71.0,30.48,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.024,0,0,0,2.302585092994046,1,9,6,16,4,75.0,75.0,40.0,30.09,3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.41,0,0,0,2.1972245773362196,1,10,5,10,2,50.0,50.0,100.0,29.49,8.0,0.08,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.118,0,0,0,1.0986122886681098,0,11,3,5,2,50.0,50.0,86.0,30.17,8.0,0.14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.345,0,0,0,2.302585092994046,0,12,0,16,2,30.0,30.0,72.0,29.85,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0069999999999999,0,0,0,2.302585092994046,0,5,2,20,2,65.0,65.0,54.0,29.96,7.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.694,0,0,0,2.302585092994046,1,4,2,19,2,69.0,69.0,36.0,30.18,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.921,0,0,0,2.302585092994046,1,6,1,9,2,74.0,74.0,50.0,29.99,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.834,0,0,0,2.302585092994046,1,9,3,14,2,82.0,82.0,42.0,29.87,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.043,0,0,0,2.302585092994046,1,7,1,14,2,82.0,82.0,42.0,30.01,5.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
